id,appeal_text,original_text,category,sentiment,urgency,is_escalated,lemmatized
236,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,True,здравствовать у я другой проблема это очень срочно и неудобный
237,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,neutral,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить
238,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,positive,low,False,здравствовать у я другой проблема
239,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
240,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,high,True,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
241,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
242,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы как оплатить общежитие
243,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
244,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
245,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Документы и справки,positive,medium,True,здравствовать у я документ и справка не мочь получить академический справка
246,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,False,здравствовать у я поступление проблема это очень срочно и неудобный
247,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
248,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
249,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,positive,medium,True,здравствовать у я поступление проблема
250,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,low,False,здравствовать у я общежитие проблема
251,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение
252,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,high,True,здравствовать у я поступление проблема
253,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
254,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,medium,True,здравствовать у я оплата и финансы не пройти оплата за обучение
255,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
256,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,positive,high,True,здравствовать у я технический проблема проблема
257,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,medium,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
258,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,high,False,здравствовать у я технический проблема проблема
259,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,low,True,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
260,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
261,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
262,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
263,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,True,здравствовать у я преподаватель проблема
264,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
265,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
266,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,False,здравствовать у я преподаватель проблема
267,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,low,False,здравствовать у я технический проблема проблема
268,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,False,здравствовать у я преподаватель проблема
269,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,True,здравствовать у я другой проблема это очень срочно и неудобный
270,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,True,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
271,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
272,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,high,False,здравствовать у я общежитие проблема
273,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
274,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,low,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
275,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,high,True,здравствовать у я другой проблема это очень срочно и неудобный
276,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,False,здравствовать у я преподаватель проблема
277,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,medium,False,здравствовать у я общежитие проблема это очень срочно и неудобный
278,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,neutral,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить
279,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,low,True,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
280,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,low,False,здравствовать у я преподаватель проблема
281,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,True,здравствовать у я общежитие проблема это очень срочно и неудобный
282,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,False,здравствовать у я поступление проблема это очень срочно и неудобный
283,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
284,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,high,True,здравствовать у я технический проблема проблема
285,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,False,здравствовать у я поступление проблема это очень срочно и неудобный
286,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
287,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Расписание,negative,medium,True,здравствовать у я расписание когда быть экзамен по .... это очень срочно и неудобный
288,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,neutral,high,False,здравствовать у я оплата и финансы как оплатить общежитие
289,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,positive,medium,False,здравствовать у я другой проблема
290,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,low,True,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
291,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,low,True,здравствовать у я общежитие проблема это очень срочно и неудобный
292,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,high,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
293,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,high,False,здравствовать у я другой проблема это очень срочно и неудобный
294,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Расписание,neutral,medium,False,здравствовать у я расписание когда быть экзамен по ....
295,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,neutral,medium,False,здравствовать у я оплата и финансы как оплатить общежитие
296,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
297,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Расписание,neutral,medium,True,здравствовать у я расписание не мочь найти расписание на следующий неделя
298,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,high,False,здравствовать у я другой проблема это очень срочно и неудобный
299,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Расписание,positive,high,False,здравствовать у я расписание не мочь найти расписание на следующий неделя
300,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,high,False,здравствовать у я преподаватель проблема
301,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,False,здравствовать у я поступление проблема это очень срочно и неудобный
302,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,positive,high,False,здравствовать у я поступление проблема
303,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,positive,medium,False,здравствовать у я преподаватель проблема
304,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,positive,medium,False,здравствовать у я преподаватель проблема
305,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,high,False,здравствовать у я другой проблема
306,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Документы и справки,positive,high,True,здравствовать у я документ и справка не мочь получить академический справка
307,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Расписание,negative,high,False,здравствовать у я расписание когда быть экзамен по .... это очень срочно и неудобный
308,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Документы и справки,neutral,high,False,здравствовать у я документ и справка не мочь получить академический справка
309,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Расписание,negative,low,True,здравствовать у я расписание когда быть экзамен по .... это очень срочно и неудобный
310,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,high,False,здравствовать у я преподаватель проблема
311,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,high,True,здравствовать у я поступление проблема
312,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,low,False,здравствовать у я преподаватель проблема
313,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
314,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
315,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,medium,True,здравствовать у я другой проблема
316,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,low,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
317,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,positive,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение
318,Здравствуйте. У меня оплата и финансы. Когда вернут переплату. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Когда вернут переплату. Это очень срочно и неудобно!,Оплата и финансы,negative,high,True,здравствовать у я оплата и финансы когда вернуть переплата это очень срочно и неудобный
319,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы как оплатить общежитие
320,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Документы и справки,neutral,medium,True,здравствовать у я документ и справка нужный справка 2-ндфл
321,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,False,здравствовать у я поступление проблема это очень срочно и неудобный
322,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
323,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,low,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
324,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,low,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
325,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,high,False,здравствовать у я технический проблема проблема
326,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Технические проблемы,negative,medium,False,здравствовать у я технический проблема проблема это очень срочно и неудобный
327,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,False,здравствовать у я преподаватель проблема
328,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,medium,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
329,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,low,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
330,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы когда вернуть переплата
331,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,positive,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить
332,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,medium,True,здравствовать у я оплата и финансы не пройти оплата за обучение
333,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,positive,medium,False,здравствовать у я другой проблема
334,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,medium,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
335,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,high,False,здравствовать у я поступление проблема это очень срочно и неудобный
336,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
337,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
338,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
339,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,positive,medium,True,здравствовать у я расписание расписание сдвинуться занятие отменить
340,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
341,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,medium,False,здравствовать у я общежитие проблема это очень срочно и неудобный
342,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,low,True,здравствовать у я оплата и финансы не пройти оплата за обучение
343,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,positive,high,False,здравствовать у я расписание расписание сдвинуться занятие отменить
344,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,True,здравствовать у я поступление проблема это очень срочно и неудобный
345,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,high,True,здравствовать у я оплата и финансы не пройти оплата за обучение
346,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,medium,True,здравствовать у я другой проблема
347,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
348,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,positive,medium,False,здравствовать у я технический проблема проблема
349,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
350,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,low,False,здравствовать у я другой проблема
